
@relation EEG

@attribute id
@attribute mean_alpha
@attribute min_alpha
@attribute max_alpha
@attribute var_alpha
@attribute dev_st_alpha
@attribute mean_beta
@attribute min_beta
@attribute max_beta
@attribute var_beta
@attribute dev_st_beta
@attribute mean_gamma
@attribute min_gamma
@attribute max_gamma
@attribute var_gamma
@attribute dev_st_gamma
@attribute mean_delta
@attribute min_delta
@attribute max_delta
@attribute var_delta
@attribute dev_st_delta
@attribute mean_theta
@attribute min_theta
@attribute max_theta
@attribute var_theta
@attribute dev_st_theta
@attribute mean_att
@attribute min_att
@attribute max_att
@attribute var_att
@attribute dev_st_att
@attribute mean_med
@attribute min_med
@attribute max_med
@attribute var_med
@attribute dev_st_med
@attribute mean_alpha_corrected
@attribute min_alpha_corrected
@attribute max_alpha_corrected
@attribute var_alpha_corrected
@attribute dev_st_alpha_corrected
@attribute mean_beta_corrected
@attribute min_beta_corrected
@attribute max_beta_corrected
@attribute var_beta_corrected
@attribute dev_st_beta_corrected
@attribute mean_gamma_corrected
@attribute min_gamma_corrected
@attribute max_gamma_corrected
@attribute var_gamma_corrected
@attribute dev_st_gamma_corrected
@attribute mean_delta_corrected
@attribute min_delta_corrected
@attribute max_delta_corrected
@attribute var_delta_corrected
@attribute dev_st_delta_corrected
@attribute mean_theta_corrected
@attribute min_theta_corrected
@attribute max_theta_corrected
@attribute var_theta_corrected
@attribute dev_st_theta_corrected
@attribute mean_att_corrected
@attribute min_att_corrected
@attribute max_att_corrected
@attribute var_att_corrected
@attribute dev_st_att_corrected
@attribute mean_med_corrected
@attribute min_med_corrected
@attribute max_med_corrected
@attribute var_med_corrected
@attribute dev_st_med_corrected
@attribute mean_ratio_alpha_beta
@attribute mean_ratio_alpha_gamma
@attribute mean_ratio_alpha_delta
@attribute mean_ratio_alpha_theta
@attribute mean_ratio_beta_alpha
@attribute mean_ratio_beta_gamma
@attribute mean_ratio_beta_delta
@attribute mean_ratio_beta_theta
@attribute mean_ratio_gamma_alpha
@attribute mean_ratio_gamma_beta
@attribute mean_ratio_gamma_delta
@attribute mean_ratio_gamma_theta
@attribute mean_ratio_delta_alpha
@attribute mean_ratio_delta_beta
@attribute mean_ratio_delta_gamma
@attribute mean_ratio_beta_theta
@attribute mean_ratio_theta_alpha
@attribute mean_ratio_theta_beta
@attribute mean_ratio_theta_gamma
@attribute mean_ratio_theta_delta
@attribute mean_ratio_theta_alpha_plus_beta
@attribute mean_ratio_beta_alpha_plus_theta
@attribute arousal {Low, High}
@attribute valence {Low, High}

@data
1.1,0.102776586859012,-65.5043145547928,60.7576133272877,276.570476034629,16.6304081740235,-0.073533154544008,-188.811226418546,164.740033820386,1373.19712397204,37.056674486144,0.0251092820572838,-153.773246772232,150.365156458504,1522.77144051635,39.0227041671428,-0.0675031306496278,-28.978373478733,34.7902969405317,58.4672884312642,7.64639054922414,-0.100647312664187,-50.9308584926814,49.7544557403828,163.868027272545,12.8010947685167,58.5666666666667,0,88,245.219540229885,15.6594872275527,43.8333333333333,0,61,122.074712643678,11.0487425820171,0.115465954473324,-65.4916251871784,60.770302694902,276.570476034629,16.6304081740235,-0.0588182316230837,-188.796511495625,164.754748743307,1373.19712397204,37.056674486144,0.0331215030219668,-153.765234551267,150.373168679469,1522.77144051635,39.0227041671428,-0.245019784326086,-29.1558901324094,34.6127802868552,58.4672884312642,7.64639054922414,-0.0646161399964561,-50.8948273200136,49.7904869130505,163.868027272545,12.8010947685167,-20.3666666666667,-40.9333333333333,9.06666666666666,245.219540229885,15.6594872275527,11.4666666666667,-15.3666666666667,28.6333333333333,122.074712643678,11.0487425820171,0.778341884430253,4.46244559369936,0.890555878333932,1.00324824615894,-16.7559494892071,-3.08652385160176,4.40931625066338,-0.482882155425192,47.9203606674677,-0.923291353815816,14.5573908789077,-2.9190685414879,-1.03774279115412,-0.74710122571307,0.80745711409577,0.490219277060335,-16.8625222762746,-0.121594796327191,-4.85747800854305,1.30724697833122,0.450875560849808,0.867913402060441,Low,High
1.2,0.0327332784727111,-46.7599038826259,49.4818465726038,230.050978357174,15.1674315016477,-0.0151136992637452,-136.538601912238,149.276276209597,1329.93882857781,36.4683263747846,0.0187805456524071,-126.631396975656,133.665841071701,1450.2196849865,38.0817500252615,-0.0287851798066198,-23.2841166425015,21.3552684807026,65.7294860554146,8.10737232741994,-0.0217067170628748,-41.1982656224568,45.9168301963727,159.576395481385,12.6323551043099,63,0,87,102.965517241379,10.1471925792989,34.6666666666667,0,77,392.712643678161,19.8169786717895,0.045422646087023,-46.7472145150116,49.4945359402182,230.050978357174,15.1674315016477,-0.000398776342820685,-136.523886989317,149.290991132518,1329.93882857781,36.4683263747846,0.02679276661709,-126.623384754691,133.673853292666,1450.2196849865,38.0817500252615,-0.206301833483078,-23.4616332961779,21.1777518270261,65.7294860554146,8.10737232741994,0.0143244556048559,-41.1622344497891,45.9528613690404,159.576395481385,12.6323551043099,-15.9333333333333,-31.9333333333333,8.06666666666666,102.965517241379,10.1471925792989,2.3,-31.3666666666667,44.6333333333333,392.712643678161,19.8169786717895,1.44757755277544,4.66984798395644,2.00597810745329,2.32983520564399,-4.91288152937366,-3.57547501893775,-3.00875537128221,2.13925760254085,41.6419609980517,-4.05398629515831,0.546083986170833,-5.93121620445546,-2.4674301001071,-1.50335818232124,0.844667104188429,-0.268482263940429,-19.1877910084186,0.311124257219063,-4.73926440330959,3.60684110737193,0.510235545261652,5.38597559642086,Low,High
1.3,-0.00442095428288977,-57.6460253300753,67.9595175919384,274.59581223804,16.5709327509963,0.0429611175968323,-152.762686369617,167.715785899713,1328.82900979649,36.453106997847,-0.00286913157269683,-130.088520377125,138.533922839399,1374.17229718532,37.0698300129002,-0.0451334580303844,-23.682490858909,23.8759297725559,69.9790815440455,8.36535005508111,0.00944934563744073,-40.0825793056198,38.7467488445731,189.73566519087,13.774456983521,65.9,0,83,107.058620689655,10.3469135827867,31.0333333333333,0,54,162.998850574713,12.767100319756,0.0160374936117466,-57.6255668821807,67.979976039833,274.59581223804,16.5709327509963,0.0284402709425096,-152.777207216272,167.701265053059,1328.82900979649,36.453106997847,-0.00691553472516444,-130.092566780277,138.529876436247,1374.17229718532,37.0698300129002,-0.0664523050626276,-23.7038097059413,23.8546109255237,69.9790815440455,8.36535005508111,-0.00103058237144684,-40.0930592336287,38.7362689165642,189.73566519087,13.774456983521,14.5333333333333,-4.36666666666667,31.6333333333333,107.058620689655,10.3469135827867,-10.5666666666667,-31.6,12.4,162.998850574713,12.767100319756,-0.374863946776134,0.323909628287375,-7.89876224677607,2.25112381426939,6.94590039076489,0.558539856147186,9.28256271856423,-5.80557466177148,-12.3901718318021,2.87737833337905,3.78552208051243,2.61039171539555,-0.49083681349117,-0.217525919376093,0.121027303622573,-0.342609291755622,1.33769124839557,0.111976267732924,0.343853623625093,5.49480687456983,-1.11750417601526,-0.16864819842745,Low,Low
1.4,-0.00405389098166987,-52.6512795250843,53.8038864163834,221.994239944005,14.8994711296745,0.00192009223374437,-142.862061036835,122.819677843579,1095.4762955169,33.0979802331941,-0.013239428562968,-137.211133310961,128.877527904413,1370.92049553638,37.025943546875,-0.00357194190312513,-26.7908531887793,25.8657531467857,65.6052669231802,8.09970782949485,0.0623716519175139,-50.7055018975679,47.2252701382531,152.791930660056,12.3609033108449,66.5,0,84,147.98275862069,12.1648164236329,40.6666666666667,0,66,273.471264367816,16.536966601158,0.0164045569129666,-52.6308210771896,53.824344864278,221.994239944005,14.8994711296745,-0.0126007544205784,-142.876581883489,122.805156996925,1095.4762955169,33.0979802331941,-0.0172858317154356,-137.215179714113,128.873481501261,1370.92049553638,37.025943546875,-0.0248907889353683,-26.8121720358115,25.8444342997534,65.6052669231802,8.09970782949485,0.0518917239086264,-50.7159818255767,47.2147902102442,152.791930660056,12.3609033108449,15.1333333333333,-7.36666666666667,32.6333333333333,147.98275862069,12.1648164236329,-0.933333333333335,-40.6,24.4,273.471264367816,16.536966601158,-0.0469104787207474,0.254971617694718,-0.623095554333422,-1.46373395900151,-34.8365958635253,-0.53235357687041,-3.11884775733579,-1.34851126486462,-3.619545445212,4.75108382450123,-5.83797268274504,-0.295850360071798,2.56401201104742,-0.462836103905078,-0.196446600555378,0.704936426186003,3.05932626028509,0.282063459208919,0.504742144540857,1.57082692530517,-5.25565831906112,10.0302942707242,Low,Low
1.5,-0.0177513782057848,-84.2692725817987,78.646932364387,392.694009307346,19.8165085044603,0.0301653201261714,-133.233110867672,131.008591548687,1429.75630937814,37.8121185518365,-0.00488711228319539,-132.37234392623,113.088520565031,1303.92978951174,36.1099680076256,0.22147500039056,-30.7023377017403,32.3245061192751,96.2159139316824,9.80897109444627,-0.0360997507039809,-56.0859085712804,60.2002200223175,244.628994129481,15.640620004638,60.5333333333333,0,77,74.8091954022989,8.64923091391939,55.7,0,70,77.9413793103448,8.82844149951422,-0.0258385022609127,-84.2773597058538,78.6388452403319,392.694009307346,19.8165085044603,-0.0368230851895105,-133.300099272988,130.941603143371,1429.75630937814,37.8121185518365,0.0184289996841394,-132.349027814262,113.111836676998,1303.92978951174,36.1099680076256,0.102507998770304,-30.8213047033605,32.2055391176549,96.2159139316824,9.80897109444627,0.00319218797491272,-56.0466166326015,60.2395119609964,244.628994129481,15.640620004638,2,-18.5333333333333,18.4666666666667,74.8091954022989,8.64923091391939,-0.0333333333333343,-20.7333333333333,14.2666666666667,77.9413793103448,8.82844149951422,-0.202876636975979,-0.0785325556554294,4.00492553826826,-1.76781686693558,0.513520489688053,-0.580309286914052,-12.1323085552829,9.70905607999587,-0.603975053052409,-25.3260704199297,-4.65159555699778,-18.4382809106919,0.231233614810707,-2.11338581110693,0.0468181014378204,3.44130024734193,-1.32231026431359,-8.44639884980902,0.639426875022294,3.13367956457571,0.460615064310564,0.507843149571976,High,High
1.6,-0.0441948196717023,-41.9233319435906,46.0947472284253,203.176927958021,14.2540144506038,0.0058499924622841,-131.639798784845,115.521288145748,1148.39456405106,33.8879707868598,0.000318659046419315,-120.944171811956,110.549165081962,1318.75968060948,36.3147309037184,-0.232534519016831,-31.9207432264968,22.4608263966944,67.1042399886469,8.19171776788281,0.0350799930098269,-33.0795946763352,40.6719426757548,149.413087985254,12.2234646473598,53.5333333333333,0,74,96.5333333333333,9.82513782770162,52.6666666666667,0,78,149.195402298851,12.2145569833232,-0.0522819437268302,-41.9314190676457,46.0866601043702,203.176927958021,14.2540144506038,-0.0611384128533977,-131.706787190161,115.454299740433,1148.39456405106,33.8879707868598,0.0236347710137541,-120.920855699989,110.572481193929,1318.75968060948,36.3147309037184,-0.351501520637087,-32.0397102281171,22.3418593950741,67.1042399886469,8.19171776788281,0.0743719316887206,-33.0403027376563,40.7112346144337,149.413087985254,12.2234646473598,-5,-21.5333333333333,15.4666666666667,96.5333333333333,9.82513782770162,-3.06666666666667,-28.7333333333333,22.2666666666667,149.195402298851,12.2145569833232,-0.571804378683278,-0.351210208148926,-0.00797100582871955,-4.06423125822395,1.27635744580474,0.103095990685732,-2.0873449455331,3.50363671324907,-6.05057775795933,1.67437647071141,-3.53995422983938,-3.85707992167851,0.245727420018285,-0.409542088660735,0.152002481534613,-0.89134066639526,-2.66921770474249,0.555628811914269,0.295287270199382,3.50727932952667,0.718669747090474,2.17970917787976,High,High
1.7,-0.033244628115871,-46.9620981124002,45.6036582366521,213.801345042792,14.6219473751889,0.0353006274062107,-134.53452706425,130.424696871034,1205.95073971276,34.7268014610151,-0.0156234942784036,-152.572271265556,132.916503945194,1298.89402185835,36.0401723339158,0.264470338852146,-23.3601613432878,24.5617319160225,58.3745492328858,7.64032389581003,0.03441374726662,-31.369024336333,33.3585910639415,135.266228516644,11.6304010471111,52.7333333333333,0,70,149.098850574713,12.2106040216982,45.2333333333333,0,66,131.909195402299,11.4851728503449,0.0427016777655503,-46.8861518065188,45.6796045425335,213.801345042792,14.6219473751889,0.0101510048692121,-134.559676686787,130.399547248497,1205.95073971276,34.7268014610151,-0.0128996861852381,-152.569547457462,132.919227753287,1298.89402185835,36.0401723339158,0.096909603375233,-23.5277220787647,24.3941711805456,58.3745492328858,7.64032389581003,-0.0293928014216365,-31.4328308850212,33.2947845152533,135.266228516644,11.6304010471111,-3.23333333333334,-34.9666666666667,14.0333333333333,149.098850574713,12.2106040216982,-4.6,-28.8333333333333,16.1666666666667,131.909195402299,11.4851728503449,9.32082802603442,-0.643631837536263,3.69412168859939,-10.0919451935309,-0.0473563943076351,-1.04773696580872,-2.23187980071656,29.8464489426854,14.4439491796449,-7.78607118965864,-4.8371940322172,-9.16114562725507,1.35204605017834,-11.875359465845,-0.090881837154894,-3.20852020714592,-5.04211561945649,4.87120879568626,0.356255337214179,1.10260672595243,-0.4009380723389,2.02038375582068,High,Low
1.8,0.0208628893622986,-49.6616941893392,49.7693292702802,240.418070362027,15.5054206767191,0.0050730266482075,-94.2168840147336,109.279373665888,1041.69336823271,32.2752748746266,0.0202171765576859,-146.919326537153,155.940060920808,1326.60916402724,36.4226463073077,0.0788594843021415,-24.5115599454309,30.7057543291333,58.385827139981,7.64106191180133,-0.0114408479000276,-42.5322249529009,45.8437193428874,201.188393287918,14.1840894416215,62.1612903225806,0,84,91.7397849462366,9.57808879402548,45.6451612903226,0,69,146.703225806452,12.1121107081487,0.0968091952437198,-49.5857478834578,49.8452755761616,240.418070362027,15.5054206767191,-0.020076595888791,-94.2420336372706,109.254224043351,1041.69336823271,32.2752748746266,0.0229409846508513,-146.91660272906,155.942784728901,1326.60916402724,36.4226463073077,-0.0887012511747717,-24.6791206809079,30.5381935936564,58.385827139981,7.64106191180133,-0.0752473965882839,-42.5960315015892,45.7799127941991,201.188393287918,14.1840894416215,6.19462365591398,-15.9666666666667,28.0333333333333,91.7397849462366,9.57808879402548,-4.18817204301075,-28.8333333333333,19.1666666666667,146.703225806452,12.1121107081487,-13.5385262625593,-0.47175557866967,-4.11679135872545,0.0947257407149161,-63.0642095099178,-1.24440124637199,14.1486569207611,12.2098863432191,14.7473738290106,48.9051366093079,-5.02263548179056,-7.77931777230134,6.89822727226565,-7.03830435355259,-0.260531905425189,-2.42174128901534,14.5508254902416,-11.9553241533761,-0.0298713844945894,-0.37896071198924,0.00260584826918936,1.90632960434463,High,Low
2.1,0.0763439018643397,-129.314453477244,137.51123493408,310.216445961904,17.6129624413925,0.0519677069643766,-237.869741519948,207.568136422398,967.175103291345,31.0994389546073,-0.00548922424598065,-111.966935730453,105.388699975206,671.627561152441,25.9157782277986,-0.0275137754125517,-126.966118677611,95.0246293232143,374.67256939419,19.3564606628947,-0.155591854318505,-90.655546034015,94.8738099789458,288.02605361356,16.9713303430686,76.5333333333333,0,97,240.671264367816,15.5135832214165,43.0333333333333,0,61,63.8954022988506,7.99345997042899,0.0973014980857354,-129.293495881022,137.532192530302,310.216445961904,17.6129624413925,0.0636492484662056,-237.858059978446,207.579817963899,967.175103291345,31.0994389546073,-0.016276575261132,-111.977723081469,105.377912624191,671.627561152441,25.9157782277986,-0.0431540213059191,-126.981758923504,95.0089890773209,374.67256939419,19.3564606628947,-0.224464797611996,-90.7244189773085,94.8049370356523,288.02605361356,16.9713303430686,18.2333333333333,-21.3,38.7,240.671264367816,15.5135832214165,29.9666666666667,0,47.9333333333333,63.8954022988506,7.99345997042899,14.9772314542997,0.0471827492020835,-4.00636705936584,-8.30172144625021,6.12163727425354,-0.0843150312310706,-1.72962712115708,-9.27456387285577,-9.43464861536819,-2.87626545695359,-3.05490468091377,33.8047813447769,-0.547115857112759,6.3246582416075,1.018844957495,2.72881358287274,-0.57308874113307,-12.7004071842119,-2.60615922564786,0.111610352746452,2.61740851756678,2.8330297165513,Low,High
2.2,0.0480330909030709,-88.8375727308331,85.3472186960113,177.878764698139,13.3371198051955,-0.0484890752920159,-307.600526528245,262.50977542832,900.147662394733,30.0024609389752,0.0142143464990898,-190.342547567802,162.274983213971,585.672872704398,24.2006791785768,-0.0238877324238918,-43.1236958048584,35.2538039634535,47.6834638859902,6.90532141800729,-0.0459572256352737,-57.3785535984834,69.0263207730838,149.666143677535,12.2338114942782,78.6666666666667,0,97,181.126436781609,13.458322212728,53.1,0,70,82.7137931034483,9.09471237057271,0.0689906871244666,-88.8166151346117,85.3681762922327,177.878764698139,13.3371198051955,-0.0368075337901868,-307.588844986743,262.521456969822,900.147662394733,30.0024609389752,0.00342699548393857,-190.353334918817,162.264195862955,585.672872704398,24.2006791785768,-0.0395279783172593,-43.1393360507518,35.2381637175601,47.6834638859902,6.90532141800729,-0.114830168928765,-57.4474265417769,68.9574478297903,149.666143677535,12.2338114942782,20.3666666666667,-8.3,38.7,181.126436781609,13.458322212728,40.0333333333333,0,56.9333333333333,82.7137931034483,9.09471237057271,14.8223306373155,0.0521926013595862,-3.91541798119306,-57.0653254511726,-5.0659539886108,-2.08193779018694,9.87726463745908,-42.6585292366923,-0.439196693688602,-2.38512428276664,-14.0255829181719,40.0195151317036,1.52228165455997,5.82226304240996,1.17446916928452,-1.87790259677899,3.55967673184706,-11.8529360009404,0.595749800320506,-1.25697899501421,1.13520641537312,11.8289088979945,Low,High
