
@relation GSR

@attribute id
@attribute mean_gsr
@attribute min_gsr
@attribute max_gsr
@attribute var_gsr
@attribute sd_gsr
@attribute mean_gsr_corrected
@attribute min_gsr_corrected
@attribute max_gsr_corrected
@attribute var_gsr_corrected
@attribute sd_gsr_corrected
@attribute mean_gsr_deriv
@attribute mean_deriv_only_neg
@attribute prop_neg_samples
@attribute mean_gsr_deriv_corrected
@attribute mean_deriv_only_neg_corrected
@attribute prop_neg_samples_corrected
@attribute mean_peaks_ampl
@attribute min_peaks_ampl
@attribute max_peaks_ampl
@attribute num_phasic_peaks_divided_min
@attribute sum_phasic_peaks_divided_min
@attribute mean_peaks_ampl_corrected
@attribute min_peaks_ampl_corrected
@attribute max_peaks_ampl_corrected
@attribute num_phasic_peaks_divided_min_corrected
@attribute sum_phasic_peaks_divided_min_corrected
@attribute mean_HR
@attribute sd_HR
@attribute mean_HR_corrected
@attribute sd_HR_corrected
@attribute arousal {Low, High}
@attribute valence {Low, High}




@data
1.1,-0.000839960515250336,-157.649953238666,678.453099445531,336.451106210342,18.3426035831978,-0.00111175057851002,-157.650225028729,678.452827655468,336.451106210342,18.3426035831978,-0.195566310888247,-0.00359526082422917,2.01047120418848,-0.195566310894537,-0.00359618154886984,2.01047120418848,-0.195930384981667,-24.1164457048389,0.762714008807378,-2.28060140673899,0.446839111612101,-0.196202175044926,-24.1167174949021,0.762442218744118,-2.28057570486639,0.447453913649401,74.2974511588978,2.43121337871093,5.64134069695372,2.43121337871093,Low,High
1.2,-0.000558836208780181,-149.043517611586,640.807334373519,299.931033481172,17.3185170693444,-0.00083062627203986,-149.043789401649,640.807062583456,299.931033481172,17.3185170693444,-0.184753283409026,-0.00258582673153038,2.00312989045383,-0.184753283409487,-0.00289711371814546,2.00312989045383,-0.238379878580487,-36.2559366265705,1.09632314667301,-2.06862674029046,0.493118991178788,-0.238651668643746,-36.2562084166337,1.09605135660975,-2.06861123309274,0.493677522552779,69.1585944872995,1.75823532067977,0.502484025355436,1.75823532067977,Low,High
1.3,0.000117570195054835,-154.294980559,664.221800311077,322.322393217123,17.9533393333141,0.000651400337734404,-154.294446728858,664.22233414122,322.322393217123,17.9533393333141,-0.191503090456943,-0.00228756516321595,1.98347107438017,-0.191503090461539,-0.00227070874154966,1.98347107438017,-0.292589029387468,-37.4789268748428,0.545159278503301,-1.84103456938398,0.538666517724834,-0.292055199244788,-37.4783930447002,0.545693108645981,-1.8410607924866,0.537691376571442,67.6495201483592,1.84248953304671,-4.61251484615574,1.84248953304671,Low,Low
1.4,0.000153994442878976,-144.075057188925,619.193610657745,280.00328787893,16.7332987745671,0.000687824585558547,-144.074523358783,619.194144487887,280.00328787893,16.7332987745671,-0.178459482658788,-0.00300543213425836,1.97327852004111,-0.17845948265859,-0.00303656464329267,1.97327852004111,-0.0968837629537669,-21.9802646652133,0.868755828912845,-2.72972145303409,0.264465686185567,-0.0963499328110873,-21.9797308350706,0.869289659055525,-2.72978775082471,0.26301486638049,65.372724704349,2.1857445518272,-6.88931029016598,2.1857445518272,Low,Low
1.5,0.000410061540903188,-141.343791737161,606.601549703479,279.543775179073,16.7195626491566,-0.000315430630282578,-141.344517229332,606.600824211308,279.543775179073,16.7195626491566,-0.174865615817178,0.00128156700042185,2.02105263157895,-0.174865615816981,0.00127421106178934,2.02105263157895,1.10424393143216,-41.5582622330132,94.6626022664507,-1.63625706047886,-1.80682692929681,1.10351843926097,-41.5589877251844,94.6618767742795,-1.63622849646053,-1.80560831668845,66.8503730193565,1.86739368111145,-6.55381998836797,1.86739368111145,High,High
1.6,-0.000417996414337295,-137.640151156071,591.563830318353,265.321733408347,16.2886995616086,-0.00114348858552306,-137.640876648242,591.563104826182,265.321733408347,16.2886995616086,-0.170521534835395,-0.00706144297222089,1.97429305912596,-0.170521534835395,-0.00711377104968585,1.97429305912596,1.1314427639017,-40.3421460288997,91.0389084972395,-1.58643022991768,-1.79495500407528,1.13071727173052,-40.3428715210709,91.0381830050683,-1.58640170089462,-1.79377180310422,66.540938246445,2.09333177351148,-6.86325476127948,2.09333177351148,High,High
1.7,0.000147918984498622,-132.398377695507,569.5383185607,245.312900031584,15.6624678780703,-0.000154626707863408,-132.3986802412,569.538016015008,245.312900031584,15.6624678780703,-0.164166341769901,-0.000845961173034354,1.99273482096523,-0.164166341769943,-0.000860627080642276,1.99273482096523,1.17027482628879,-15.2190512337322,82.6838314699949,-5.05944810996717,-5.92094475800897,1.16997228059643,-15.2193537794246,82.6835289243025,-5.05934753314548,-5.91929637168412,66.3875679139414,1.5794007992463,-5.32210047981884,1.5794007992463,High,Low
1.8,0.000336650461637756,-128.821292795105,553.167216494142,230.925592835886,15.1962361404358,3.41047692757257e-05,-128.821595340798,553.16691394845,230.925592835886,15.1962361404358,-0.159431575227236,-0.00504182132991919,2.01733193277311,-0.159431575227236,-0.0059546508468565,2.01733193277311,1.08438602889315,-24.9821334400271,79.9942266833505,-2.80200248581828,-3.03845234854521,1.08408348320079,-24.9824359857195,79.9939241376582,-2.80196855262688,-3.03756782835081,67.6258868638295,1.87761757599025,-4.08378152993068,1.87761757599025,High,Low
2.1,-0.000503722691521456,-43.0911343914897,184.689714794554,25.215930961795,5.02154667027949,-0.000493568591334289,-43.0911242373895,184.689724948654,25.215930961795,5.02154667027949,-0.0532333730077177,-0.0019308306329892,1.9773429454171,-0.0532333730077044,-0.00193083063297398,1.9773429454171,0.344524623876037,-6.51601563292915,13.5184643405773,-14.7329296625467,-5.07585705058102,0.344534777976224,-6.51600547882896,13.5184744946774,-14.7329526213432,-5.07601456032872,80.8033865223396,3.23199173546643,1.9398853433171,3.23199173546643,Low,High
2.2,-0.00219058235930338,-35.7757020345521,153.119093481156,17.1418282681151,4.14026910576053,-0.00218042825911621,-35.775691880452,153.119103635256,17.1418282681151,4.14026910576053,-0.0441440716127382,-0.00184970937174517,1.96018376722818,-0.0441440716136115,-0.00184970937155088,1.96018376722818,0.159275619943764,-6.79858277422762,0.41065626330586,-14.8560374057481,-2.36620456770827,0.159285774043951,-6.79857262012743,0.410666417406047,-14.8560595941839,-2.36635895170265,79.0609073319224,2.48541277056469,0.197406152899827,2.48541277056469,Low,High
